,cluster_dbscan
193.194.69.157,0
193.254.220.229,0
193.47.166.2,0
194.190.86.86,0
194.28.112.179,-1
194.63.142.84,0
194.71.85.66,0
194.74.144.193,0
194.75.186.188,0
195.154.207.131,0
195.16.103.67,0
195.161.162.254,0
195.169.125.251,0
195.174.31.215,0
195.175.11.46,0
195.175.58.170,0
195.175.60.118,0
195.175.63.126,0
195.181.172.69,0
195.191.58.167,0
195.202.225.200,0
195.22.125.112,0
195.22.126.136,0
195.228.183.244,0
195.228.47.11,0
195.3.146.96,0
195.34.207.235,0
195.34.233.138,0
195.39.160.69,0
195.69.197.154,0
195.69.221.162,0
195.9.54.102,0
196.14.245.234,0
196.201.40.109,0
196.22.142.116,0
196.221.39.216,0
196.229.133.155,0
196.25.125.65,0
196.30.192.2,0
197.128.1.20,0
197.149.67.194,0
197.156.104.113,0
197.156.93.185,0
197.160.42.209,0
197.219.111.100,0
197.230.8.215,0
197.248.161.170,0
197.253.58.43,0
197.255.188.53,0
197.50.120.35,0
197.50.157.154,0
197.51.127.188,0
197.51.172.36,0
198.178.125.242,0
198.2.55.250,0
198.23.145.251,0
198.51.152.179,0
198.51.152.183,0
198.51.152.184,0
198.55.245.88,0
198.8.70.129,0
198.87.209.160,0
199.16.156.105,0
199.16.156.11,0
199.16.156.120,0
199.16.156.200,0
199.16.156.201,0
199.16.156.21,0
199.16.156.241,0
199.16.156.41,0
199.16.156.52,0
199.16.156.73,0
199.16.156.75,0
199.16.156.9,0
199.16.157.105,0
199.168.142.50,0
199.187.193.1,0
199.187.193.130,0
199.187.193.140,0
199.187.193.19,0
199.19.224.253,0
199.247.8.195,0
199.27.170.188,0
199.30.181.84,0
199.38.165.156,0
199.38.167.128,0
199.59.148.12,0
199.59.149.200,0
199.59.149.243,0
199.59.150.10,0
199.59.150.42,0
199.59.150.44,0
199.83.134.9,0
199.83.134.90,0
199.96.57.6,0
2.134.91.242,0
2.135.84.63,0
2.179.166.78,0
2.180.165.168,0
2.192.3.226,0
2.22.23.175,0
2.32.73.126,0
2.49.239.246,0
2.61.63.47,0
2.89.246.82,0
2.90.152.92,0
2.92.114.2,0
2.92.200.247,0
2.93.111.207,0
2.95.46.35,0
200.100.255.169,0
200.109.149.67,0
200.109.228.2,0
200.109.46.93,0
200.124.26.22,0
200.127.149.98,0
200.132.66.54,0
200.2.160.62,0
200.201.193.18,0
200.216.8.84,0
200.27.131.51,0
200.31.114.150,0
200.37.103.100,0
200.46.33.100,0
200.48.137.122,0
200.57.131.236,0
200.57.3.4,0
200.57.95.3,0
200.59.189.188,0
200.6.245.10,0
200.69.253.205,0
200.71.191.42,0
200.76.121.115,0
200.84.179.119,0
200.84.189.123,0
200.84.56.179,0
200.84.76.29,0
200.84.81.220,0
200.87.134.13,0
200.87.16.58,0
200.89.69.158,0
201.108.214.194,0
201.140.189.105,0
201.143.86.77,0
201.148.125.6,0
201.148.56.221,0
201.149.64.18,0
201.151.72.222,0
201.151.93.165,0
201.163.122.6,0
201.163.191.233,0
201.166.130.118,0
201.167.5.38,0
201.168.105.34,0
201.168.191.14,0
201.174.154.14,0
201.208.113.76,0
201.208.135.146,0
201.208.139.36,0
201.208.154.113,0
201.208.220.49,0
201.208.5.163,0
201.209.43.221,0
201.210.177.17,0
201.210.193.95,0
201.210.222.23,0
201.211.120.14,0
201.211.126.225,0
201.211.35.130,0
201.211.43.149,0
201.224.80.3,0
201.238.155.60,0
201.242.170.78,0
201.242.47.175,0
201.242.96.39,0
201.243.121.40,0
201.243.162.33,0
201.243.51.118,0
201.248.200.70,0
201.248.66.222,0
201.249.182.130,0
201.252.204.254,0
202.101.186.194,0
202.131.229.114,0
202.141.243.214,0
202.141.252.135,0
202.142.101.96,0
202.142.110.155,0
202.142.119.200,0
202.142.96.19,0
202.147.193.199,0
202.150.148.158,0
202.152.38.77,0
202.162.111.152,0
202.162.210.97,0
202.164.211.236,0
202.169.60.66,0
202.181.206.254,0
202.29.14.122,0
202.29.14.124,0
202.29.14.125,0
202.29.239.97,0
202.29.26.247,0
202.29.7.126,0
202.39.55.24,0
202.4.170.4,0
202.46.36.5,0
202.51.182.235,0
202.51.184.70,0
202.53.12.82,0
202.58.124.51,0
202.58.85.21,0
202.62.17.149,0
202.62.17.151,0
202.67.42.14,0
202.67.45.1,0
202.67.46.247,0
202.70.66.227,0
202.83.28.134,0
202.83.28.209,0
202.89.46.133,0
202.98.19.130,0
203.117.12.5,0
203.130.228.234,0
203.130.231.84,0
203.130.235.26,0
203.130.240.98,0
203.146.189.95,0
203.150.68.3,0
203.154.91.234,0
203.190.11.117,0
203.210.240.98,0
203.210.84.229,0
203.24.50.231,0
203.78.116.97,0
203.78.117.75,0
204.11.168.212,0
204.11.168.6,0
204.118.31.2,0
204.12.231.138,0
204.2.179.39,0
204.2.197.202,0
204.236.219.209,0
204.236.229.61,0
204.246.169.71,0
205.175.240.244,0
206.117.25.89,0
206.132.109.43,0
206.132.109.68,0
206.152.33.71,0
206.188.192.136,0
206.188.193.253,0
206.47.141.237,0
207.148.14.113,0
207.148.5.230,0
207.148.71.76,0
207.164.66.210,0
207.204.159.106,0
207.244.121.27,0
207.244.86.222,0
207.246.95.116,0
207.98.136.114,0
208.43.250.80,0
208.51.63.57,0
208.74.204.148,0
208.89.12.91,0
208.91.60.45,0
209.126.136.5,0
209.126.136.6,0
209.15.36.33,0
209.15.36.34,0
209.167.231.15,0
209.167.231.17,0
209.172.196.6,0
209.172.196.7,0
209.172.196.8,0
209.197.3.19,0
209.197.3.84,0
209.222.0.43,0
209.235.68.34,0
209.45.52.42,0
209.53.213.34,0
209.85.201.154,0
209.85.201.155,0
209.85.201.156,0
209.85.201.157,0
209.85.202.100,0
209.85.202.101,0
209.85.202.102,0
209.85.202.113,0
209.85.202.121,0
209.85.202.132,0
209.85.202.138,0
209.85.202.139,0
209.85.202.148,0
209.85.202.149,0
209.85.202.154,0
209.85.202.155,0
209.85.202.156,0
209.85.202.157,0
209.85.202.181,0
209.85.202.190,0
209.85.202.84,0
209.85.202.91,0
209.85.202.93,0
209.85.202.94,0
209.85.202.95,0
209.85.202.97,0
209.85.203.100,0
209.85.203.101,0
209.85.203.102,0
209.85.203.113,0
209.85.203.121,0
209.85.203.132,0
209.85.203.136,0
209.85.203.138,0
209.85.203.139,0
209.85.203.148,0
209.85.203.149,0
209.85.203.153,0
209.85.203.154,0
209.85.203.155,0
209.85.203.156,0
209.85.203.157,0
209.85.203.181,0
209.85.203.93,0
209.85.203.94,0
209.85.203.95,0
209.85.203.97,0
210.113.78.106,0
210.129.184.28,0
210.203.20.185,0
210.204.156.237,0
210.210.10.70,0
210.212.199.243,0
210.245.32.101,0
210.48.222.9,0
210.61.40.217,0
211.152.7.4,0
211.22.167.12,0
211.22.64.88,0
211.234.94.205,0
211.5.236.197,0
212.0.149.88,0
212.0.155.98,0
212.100.68.101,0
212.112.105.146,0
212.115.235.172,0
212.12.232.42,0
212.154.161.67,0
212.156.42.110,0
212.156.62.194,0
212.156.86.78,0
212.156.92.194,0
212.156.98.210,0
212.156.99.114,0
212.156.99.134,0
212.156.99.86,0
212.164.254.171,0
212.174.232.94,0
212.174.99.202,0
212.174.99.3,0
212.175.53.250,0
212.179.111.205,0
212.19.138.2,0
212.220.1.140,0
212.237.4.117,0
212.237.56.188,0
212.3.106.198,0
212.3.193.175,0
212.35.180.156,0
212.35.190.61,0
212.58.121.82,0
212.59.100.26,0
212.6.144.228,0
212.66.51.144,0
212.73.95.138,0
212.82.217.146,0
212.83.191.80,0
212.92.104.143,0
212.92.104.175,0
212.92.105.107,0
212.92.106.106,0
212.92.108.184,0
212.92.108.84,0
212.92.112.111,0
212.92.113.110,0
212.92.113.120,0
212.92.114.128,0
212.92.114.168,0
212.92.114.178,0
212.92.114.198,0
212.92.115.207,0
212.92.115.77,0
212.92.116.246,0
212.92.117.185,0
212.92.117.45,0
212.92.119.1,0
212.92.121.147,0
212.92.124.31,0
212.94.16.2,0
212.94.16.21,0
213.0.118.254,0
213.128.10.46,0
213.135.84.123,0
213.14.91.130,0
213.144.36.14,0
213.159.254.147,0
213.230.101.94,0
213.230.76.157,0
213.25.129.2,0
213.32.19.177,0
213.59.130.160,0
213.74.204.74,0
213.74.206.122,0
213.79.91.92,0
216.107.48.187,0
216.129.2.66,0
216.14.48.162,0
216.155.90.251,0
216.200.232.221,0
216.200.62.206,0
216.239.32.21,0
216.24.224.136,0
216.243.229.161,0
216.34.181.25,0
216.34.181.45,0
216.34.181.48,0
216.54.159.114,0
216.58.198.65,0
216.58.198.66,0
216.58.198.67,0
216.58.198.70,0
216.58.198.72,0
216.58.198.74,0
216.58.198.77,0
216.58.198.78,0
216.58.198.82,0
216.58.198.84,0
216.58.209.131,0
216.58.211.161,0
216.58.211.162,0
216.58.211.163,0
216.58.211.166,0
216.58.211.168,0
216.58.211.170,0
216.58.211.173,0
216.58.211.174,0
216.58.211.179,0
216.58.212.163,0
216.58.212.195,0
216.58.217.130,0
216.58.217.136,0
216.58.217.142,0
216.58.217.162,0
216.58.217.170,0
216.58.217.74,0
217.10.139.198,0
217.107.125.191,0
217.110.126.20,0
217.118.178.222,0
217.118.93.158,0
217.13.150.43,0
217.141.116.228,0
217.218.241.69,0
217.27.77.99,0
217.41.79.96,0
217.52.63.146,0
217.57.130.226,0
218.164.203.159,0
218.173.144.75,0
218.191.12.5,0
218.248.28.147,0
218.253.211.202,0
218.255.233.114,0
218.255.253.98,0
218.78.186.242,0
218.87.194.83,0
219.135.188.58,0
219.145.180.79,0
219.146.141.26,0
219.160.112.13,0
219.85.161.227,0
219.91.207.210,0
220.132.236.194,0
220.133.156.143,0
220.137.127.175,0
220.142.199.141,0
220.143.16.175,0
220.143.186.221,0
220.220.18.251,0
220.228.152.162,0
220.248.36.55,0
220.73.67.224,0
221.194.44.211,0
221.194.47.236,0
221.194.47.239,0
222.110.165.199,0
222.114.6.130,0
222.124.144.189,0
222.124.58.121,0
222.127.147.201,0
222.142.133.183,0
222.168.48.226,0
222.209.40.123,0
222.220.39.181,0
222.29.72.41,0
222.89.128.198,0
223.101.178.208,0
223.101.240.255,0
223.101.74.242,0
223.107.63.50,0
223.107.63.63,0
223.14.90.109,0
223.197.224.184,0
223.205.12.45,0
223.206.250.123,0
223.207.53.238,0
223.245.161.24,0
223.30.192.54,0
223.72.85.144,0
223.81.194.82,0
223.81.195.155,0
223.90.77.145,0
223.98.179.69,0
23.103.189.158,0
23.105.70.77,0
23.111.9.14,0
23.111.9.32,0
23.111.9.64,0
23.13.148.58,0
23.13.154.167,0
23.13.157.189,0
23.13.159.76,0
23.13.160.205,0
23.13.162.20,0
23.13.165.231,0
23.13.173.116,0
23.13.176.79,0
23.13.178.232,0
23.13.180.170,0
23.15.7.107,0
23.15.7.112,0
23.15.7.140,0
23.15.8.107,0
23.15.8.113,0
23.15.8.121,0
23.15.8.129,0
23.15.8.131,0
23.15.8.137,0
23.15.8.146,0
23.15.8.155,0
23.15.8.160,0
23.196.100.70,0
23.196.100.94,0
23.196.102.76,0
23.196.104.14,0
23.196.107.189,0
23.196.107.60,0
23.196.108.64,0
23.196.109.221,0
23.196.113.171,0
23.196.113.50,0
23.196.114.243,0
23.196.116.215,0
23.196.119.142,0
23.196.127.55,0
23.196.127.61,0
23.196.141.83,0
23.196.153.197,0
23.196.57.205,0
23.196.57.82,0
23.196.58.54,0
23.196.6.166,0
23.196.6.17,0
23.196.6.68,0
23.196.6.79,0
23.196.97.191,0
23.196.98.102,0
23.196.98.229,0
23.21.117.4,0
23.21.126.194,0
23.21.132.210,0
23.21.147.4,0
23.21.163.22,0
23.21.175.31,0
23.21.185.100,0
23.21.197.211,0
23.21.205.225,0
23.21.226.158,0
23.21.250.119,0
23.21.36.31,0
23.21.46.143,0
23.21.63.252,0
23.21.89.168,0
23.21.89.242,0
23.210.203.79,0
23.215.98.15,0
23.217.19.241,0
23.217.25.46,0
23.217.26.156,0
23.217.32.120,0
23.217.33.186,0
23.217.38.65,0
23.217.48.139,0
23.218.38.23,0
23.218.48.119,0
23.218.50.120,0
23.218.53.197,0
23.218.55.94,0
23.218.62.30,0
23.218.74.81,0
23.218.75.124,0
23.218.76.161,0
23.219.17.68,0
23.219.88.11,0
23.219.88.158,0
23.219.88.160,0
23.219.88.161,0
23.219.88.168,0
23.219.88.169,0
23.219.88.176,0
23.219.88.198,0
23.219.88.217,0
23.219.88.24,0
23.219.88.35,0
23.219.88.56,0
23.219.88.57,0
23.219.88.64,0
23.219.88.66,0
23.219.88.73,0
23.219.88.74,0
23.219.88.79,0
23.219.94.16,0
23.22.128.232,0
23.227.38.64,0
23.23.103.255,0
23.23.107.13,0
23.23.107.78,0
23.23.122.221,0
23.23.130.93,0
23.23.134.139,0
23.23.140.218,0
23.23.144.24,0
23.23.150.198,0
23.23.151.122,0
23.23.152.86,0
23.23.156.255,0
23.23.156.71,0
23.23.158.36,0
23.23.159.102,0
23.23.163.113,0
23.23.169.207,0
23.23.222.212,0
23.23.224.125,0
23.23.232.167,0
23.23.58.224,0
23.23.74.228,0
23.23.76.125,0
23.23.99.109,0
23.234.25.11,0
23.32.172.123,0
23.36.32.128,0
23.36.32.16,0
23.36.32.162,0
23.36.32.215,0
23.36.32.229,0
23.36.32.235,0
23.36.32.44,0
23.36.32.85,0
23.36.32.88,0
23.36.33.118,0
23.36.33.160,0
23.36.33.163,0
23.36.33.17,0
23.36.33.173,0
23.36.33.207,0
23.36.33.227,0
23.36.33.229,0
23.36.33.230,0
23.36.33.237,0
23.36.33.24,0
23.36.33.240,0
23.36.33.36,0
23.36.33.39,0
23.36.33.52,0
23.36.33.56,0
23.36.33.59,0
23.36.33.73,0
23.36.33.86,0
23.36.34.11,0
23.36.34.146,0
23.36.34.213,0
23.36.34.36,0
23.36.80.82,0
23.36.81.84,0
23.36.92.19,0
23.42.156.231,0
23.46.56.141,0
23.46.56.83,0
23.46.57.119,0
23.46.57.32,0
23.46.59.7,0
23.46.60.109,0
23.46.60.192,0
23.46.60.234,0
23.46.61.25,0
23.46.61.37,0
23.46.61.41,0
23.46.61.91,0
23.46.62.134,0
23.46.62.157,0
23.46.62.184,0
23.46.63.181,0
23.49.176.40,0
23.49.177.88,0
23.49.181.132,0
23.49.185.110,0
23.50.225.11,0
23.50.225.25,0
23.50.225.8,0
23.50.225.9,0
23.50.57.12,0
23.52.91.27,0
23.56.195.61,0
23.56.201.119,0
23.59.154.151,0
23.62.6.23,0
23.63.101.174,0
23.65.188.86,0
23.73.153.142,0
23.73.154.176,0
23.89.144.227,0
23.89.145.146,0
23.92.216.195,0
23.99.24.158,0
24.106.18.90,0
24.123.231.237,0
24.144.128.84,0
24.227.192.78,0
24.37.106.234,0
24.39.199.220,0
27.116.50.122,0
27.206.130.196,0
27.254.53.179,0
27.254.59.9,0
27.3.48.105,0
27.48.94.254,0
27.50.24.76,0
27.50.31.76,0
27.68.125.220,0
27.72.87.99,0
27.74.248.244,0
31.129.184.14,0
31.13.65.36,0
31.13.65.52,0
31.13.65.7,0
31.13.71.36,0
31.13.71.52,0
31.13.71.7,0
31.132.225.66,0
31.135.195.178,0
31.148.127.227,0
31.15.217.139,0
31.168.52.214,0
31.173.101.224,0
31.173.182.162,0
31.180.123.109,0
31.186.68.101,0
31.223.130.192,0
31.223.61.254,0
31.40.28.2,0
31.47.39.132,0
31.51.235.126,0
31.8.246.127,0
34.192.36.179,0
34.192.41.207,0
34.192.94.222,0
34.193.177.34,0
34.193.197.225,0
34.193.2.34,0
34.193.96.33,0
34.194.100.54,0
34.194.105.86,0
34.194.109.176,0
34.194.115.195,0
34.194.12.155,0
34.194.124.14,0
34.194.177.111,0
34.194.213.88,0
34.194.84.90,0
34.194.91.245,0
34.195.128.175,0
34.195.142.8,0
34.195.156.17,0
34.195.59.178,0
34.195.60.101,0
34.195.99.70,0
34.196.128.45,0
34.196.134.167,0
34.196.173.185,0
34.196.187.214,0
34.196.242.1,0
34.196.59.245,0
34.197.155.16,0
34.198.108.15,0
34.198.112.216,0
34.198.116.247,0
34.198.128.122,0
34.198.172.204,0
34.198.61.240,0
34.198.71.9,0
34.198.80.176,0
34.198.89.219,0
34.199.131.4,0
34.199.146.7,0
34.199.147.230,0
34.199.178.106,0
34.199.199.109,0
34.199.239.114,0
34.199.241.56,0
34.199.67.113,0
34.199.96.168,0
34.200.23.119,0
34.201.159.79,0
34.201.232.85,0
34.202.128.43,0
34.202.15.38,0
34.202.180.186,0
34.202.60.136,0
34.203.185.26,0
34.204.214.191,0
34.205.1.52,0
34.205.12.73,0
34.205.192.52,0
34.205.199.141,0
34.205.202.95,0
34.205.226.238,0
34.205.3.240,0
34.205.97.45,0
34.206.104.169,0
34.206.118.252,0
34.206.166.138,0
34.206.183.128,0
34.206.189.138,0
34.206.198.40,0
34.206.253.114,0
34.206.37.214,0
34.206.5.106,0
34.209.248.26,0
34.210.162.196,0
34.211.140.227,0
34.211.98.116,0
34.213.198.1,0
34.213.37.245,0
34.214.15.91,0
34.214.230.76,0
34.216.250.207,0
34.224.157.199,0
34.224.182.124,0
34.224.243.77,0
34.225.10.165,0
34.225.101.36,0
34.225.149.64,0
34.225.237.4,0
34.226.0.93,0
34.226.159.171,0
34.226.171.32,0
34.226.38.103,0
34.226.78.29,0
34.227.140.158,0
34.227.203.141,0
34.227.45.200,0
34.228.174.218,0
34.228.250.248,0
34.228.34.48,0
34.228.46.114,0
34.228.76.60,0
34.230.130.74,0
34.230.165.183,0
34.230.170.212,0
34.231.103.23,0
34.231.128.133,0
34.231.239.32,0
34.231.85.132,0
34.232.251.80,0
34.232.28.246,0
34.233.114.246,0
34.233.216.98,0
34.233.7.81,0
34.233.94.222,0
34.234.168.117,0
34.235.242.50,0
34.235.65.10,0
34.235.70.86,0
34.235.78.222,0
34.236.120.1,0
34.236.183.236,0
34.236.203.99,0
34.236.215.177,0
34.236.215.2,0
34.236.75.126,0
34.236.96.209,0
34.237.147.168,0
34.237.170.104,0
34.237.214.21,0
34.237.38.17,0
34.237.50.41,0
34.238.59.205,0
34.239.54.203,0
34.239.8.222,0
34.240.192.75,0
34.248.252.63,0
34.249.232.228,0
34.250.172.204,0
35.161.241.69,0
35.162.179.12,0
35.162.60.68,0
35.163.143.41,0
35.165.11.195,0
35.167.141.246,0
35.168.153.218,0
35.168.232.30,0
35.170.0.108,0
35.170.140.35,0
35.170.15.15,0
35.170.175.187,0
35.170.33.157,0
35.171.33.106,0
35.185.1.218,0
35.185.20.184,0
35.185.22.142,0
35.185.52.171,0
35.185.64.230,0
35.185.98.236,0
35.186.236.204,0
35.186.249.84,0
35.190.155.102,0
35.190.162.35,0
35.190.19.217,0
35.190.62.199,0
35.190.62.200,0
35.190.74.53,0
35.196.17.86,0
35.197.239.16,0
36.185.43.224,0
36.22.193.241,0
36.224.104.32,0
36.226.112.123,0
36.226.149.192,0
36.226.98.53,0
36.229.147.152,0
36.229.160.21,0
36.230.56.55,0
36.232.18.200,0
36.233.193.129,0
36.234.118.79,0
36.234.209.192,0
36.236.147.96,0
36.236.82.114,0
36.237.138.64,0
36.237.55.82,0
36.238.210.68,0
36.47.85.10,0
36.62.1.77,0
36.66.102.226,0
36.66.42.3,0
36.66.94.49,0
36.67.122.226,0
36.67.139.11,0
36.67.149.5,0
36.67.197.250,0
36.68.128.6,0
36.68.18.232,0
36.69.224.134,0
36.72.216.138,0
36.72.50.5,0
36.72.64.124,0
36.72.83.110,0
36.72.84.3,0
36.73.15.83,0
36.74.102.33,0
36.74.96.211,0
36.75.151.187,0
36.75.252.201,0
36.76.219.127,0
36.77.113.219,0
36.77.172.180,0
36.77.78.35,0
36.79.172.13,0
36.79.183.246,0
36.80.56.150,0
36.82.103.210,0
36.83.31.232,0
36.84.130.37,0
36.84.224.71,0
36.84.224.95,0
36.84.225.89,0
36.84.63.72,0
36.84.64.181,0
36.84.64.76,0
36.84.69.20,0
36.84.73.93,0
36.84.74.242,0
36.85.22.105,0
36.85.49.124,0
36.85.78.147,0
36.89.25.170,0
37.104.219.119,0
37.115.12.61,0
37.115.136.54,0
37.115.195.194,0
37.131.224.158,0
37.146.162.239,0
37.193.49.130,0
37.208.98.187,0
37.21.122.78,0
37.21.174.224,0
37.220.194.86,0
37.222.136.71,0
37.229.95.43,0
37.27.109.83,0
37.29.118.68,0
37.29.19.117,0
37.47.184.251,0
37.57.88.239,0
37.76.249.66,0
37.79.153.82,0
37.79.32.87,0
37.79.42.209,0
37.98.212.24,0
37.99.131.86,0
38.126.130.202,0
38.142.98.194,0
38.142.98.210,0
38.27.108.185,0
39.181.136.152,0
39.42.52.90,0
39.43.47.49,0
39.50.145.96,0
40.113.90.255,0
40.121.144.177,0
40.77.228.69,0
40.77.232.95,0
40.79.57.213,0
40.84.52.101,0
40.97.144.50,0
41.129.148.60,0
41.200.251.102,0
41.203.16.49,0
41.223.17.241,0
41.235.201.244,0
41.244.241.131,0
41.32.4.10,0
41.33.1.123,0
41.33.48.90,0
41.38.119.196,0
41.39.178.210,0
41.39.30.81,0
41.39.42.210,0
41.39.53.26,0
41.39.99.102,0
41.39.99.132,0
41.41.190.20,0
41.68.116.132,0
41.68.158.118,0
41.78.109.135,0
41.78.157.6,0
41.95.246.13,0
42.113.180.252,0
42.113.194.167,0
42.117.218.227,0
42.119.155.68,0
42.159.225.204,0
42.242.205.244,0
43.239.73.218,0
43.240.103.145,0
43.247.68.80,0
43.249.62.210,0
43.255.231.170,0
45.116.232.63,0
45.117.212.209,0
45.117.98.185,0
45.119.82.234,0
45.249.94.53,0
45.32.138.210,0
45.60.121.36,0
45.63.30.5,0
45.76.71.165,0
45.77.215.253,0
46.10.221.163,0
46.105.160.56,0
46.107.238.52,0
46.118.254.74,0
46.119.238.183,0
46.130.61.241,0
46.137.183.182,0
46.149.186.8,0
46.165.244.215,0
46.172.121.96,0
46.181.228.137,0
46.188.121.110,0
46.191.251.212,0
46.201.47.199,0
46.209.141.73,0
46.234.125.89,0
46.236.33.157,0
46.241.219.153,0
46.250.116.4,0
46.28.229.146,0
46.38.237.102,0
46.48.201.229,0
46.72.101.119,0
46.72.105.36,0
46.8.147.112,0
46.98.107.131,0
46.98.173.236,0
46.98.244.67,0
46.98.62.154,0
47.11.248.148,0
47.176.15.91,0
47.176.16.79,0
47.206.80.165,0
47.52.33.110,0
47.91.157.142,0
47.91.76.243,0
47.92.83.37,0
49.204.229.231,0
49.205.217.215,0
49.206.123.209,0
49.206.123.60,0
49.206.222.211,0
49.207.188.29,0
49.207.32.146,0
49.207.66.231,0
49.229.162.62,0
49.238.62.49,0
49.248.110.138,0
49.248.120.154,0
49.35.42.166,0
49.71.201.34,0
49.76.157.154,0
5.104.156.49,0
5.120.95.10,0
5.141.224.181,0
5.145.160.105,0
5.149.205.180,0
5.153.191.201,0
5.188.11.111,0
5.188.11.25,0
5.188.86.40,0
5.188.9.25,0
5.188.9.30,0
5.235.101.180,0
5.238.212.4,0
5.248.83.17,0
5.255.250.163,0
5.255.250.44,0
5.35.31.241,0
5.39.216.193,0
5.39.223.234,-1
5.44.168.53,0
5.44.169.210,0
5.44.174.18,0
5.56.133.44,0
50.112.135.154,0
50.112.201.212,0
50.125.83.27,0
50.16.185.226,0
50.16.226.177,0
50.16.226.196,0
50.17.180.249,0
50.17.194.115,0
50.17.228.201,0
50.17.228.28,0
50.17.234.198,0
50.19.216.223,0
50.19.247.219,0
50.19.84.246,0
50.201.141.102,0
50.23.71.51,0
50.233.61.2,0
50.255.85.146,0
50.63.136.4,0
50.64.9.0,0
50.79.145.26,0
50.88.240.195,0
50.97.40.233,0
51.254.47.66,0
52.0.11.115,0
52.0.15.105,0
52.0.195.74,0
52.0.211.172,0
52.0.228.151,0
52.0.63.14,0
52.0.88.153,0
52.1.201.118,0
52.1.212.188,0
52.1.226.202,0
52.1.255.181,0
52.1.5.34,0
52.1.63.165,0
52.1.90.207,0
52.10.99.146,0
52.14.34.93,0
52.14.85.217,0
52.14.9.34,0
52.158.236.248,0
52.17.197.111,0
52.17.86.110,0
52.175.158.153,0
52.185.151.41,0
52.187.120.170,0
52.19.105.22,0
52.2.131.164,0
52.2.143.20,0
52.2.225.154,0
52.2.86.98,0
52.2.87.114,0
52.20.136.189,0
52.20.17.139,0
52.20.201.228,0
52.20.222.179,0
52.20.233.27,0
52.20.66.66,0
52.20.7.113,0
52.20.73.160,0
52.20.81.238,0
52.200.15.156,0
52.200.167.6,0
52.200.18.175,0
52.200.242.164,0
52.200.250.250,0
52.200.58.136,0
52.202.122.251,0
52.202.130.59,0
52.202.232.207,0
52.202.248.138,0
52.202.41.251,0
52.203.19.126,0
52.203.201.18,0
52.203.202.110,0
52.203.205.209,0
52.203.206.199,0
52.203.233.227,0
52.203.75.33,0
52.203.84.254,0
52.203.95.194,0
52.204.2.216,0
52.204.247.161,0
52.204.247.30,0
52.204.255.156,0
52.205.157.173,0
52.205.58.139,0
52.205.9.50,0
52.206.102.95,0
52.206.108.84,0
52.206.166.212,0
52.206.168.245,0
52.206.189.247,0
52.206.35.17,0
52.207.102.156,0
52.207.111.202,0
52.207.156.239,0
52.207.5.63,0
52.207.50.238,0
52.207.57.149,0
52.207.7.200,0
52.207.76.106,0
52.209.205.49,0
52.209.226.12,0
52.209.227.123,0
52.21.113.122,0
52.21.170.11,0
52.21.207.221,0
52.21.216.214,0
52.21.233.184,0
52.21.32.24,0
52.21.5.128,0
52.210.121.26,0
52.210.72.135,0
52.213.131.151,0
52.213.60.58,0
52.213.79.172,0
52.213.91.63,0
52.213.94.235,0
52.214.207.35,0
52.214.5.92,0
52.216.0.144,0
52.216.0.200,0
52.216.1.144,0
52.216.1.56,0
52.216.128.35,0
52.216.130.139,0
52.216.131.43,0
52.216.131.61,0
52.216.160.219,0
52.216.161.107,0
52.216.162.179,0
52.216.163.147,0
52.216.163.27,0
52.216.164.21,0
52.216.164.235,0
52.216.19.24,0
52.216.20.107,0
52.216.225.224,0
52.216.225.64,0
52.216.227.16,0
52.216.227.40,0
52.216.227.99,0
52.216.228.115,0
52.216.229.83,0
52.216.64.152,0
52.216.80.104,0
52.216.84.16,0
52.216.84.197,0
52.216.85.203,0
52.216.97.173,0
52.218.193.26,0
52.218.20.147,0
52.219.84.35,0
52.22.163.156,0
52.22.179.180,0
52.22.182.75,0
52.22.42.19,0
52.22.68.31,0
52.22.83.4,0
52.22.93.68,0
52.23.189.196,0
52.239.137.4,0
52.242.29.77,0
52.25.10.191,0
52.25.154.197,0
52.27.86.92,0
52.3.10.212,0
52.3.17.42,0
52.3.189.203,0
52.3.193.129,0
52.3.48.158,0
52.3.55.179,0
52.3.73.49,0
52.3.86.250,0
52.3.94.75,0
52.31.122.196,0
52.32.234.216,0
52.35.167.162,0
52.36.144.43,0
52.36.71.24,0
52.37.210.159,0
52.37.48.84,0
52.38.149.111,0
52.4.13.198,0
52.4.13.99,0
52.4.153.223,0
52.4.181.6,0
52.4.199.240,0
52.4.24.64,0
52.4.35.190,0
52.4.36.153,0
52.4.7.196,0
52.4.89.107,0
52.41.138.143,0
52.41.192.90,0
52.42.16.210,0
52.42.180.72,0
52.42.20.106,0
52.43.54.37,0
52.44.126.167,0
52.44.192.243,0
52.44.203.210,0
52.44.21.163,0
52.44.235.218,0
52.45.113.66,0
52.45.126.78,0
52.45.154.11,0
52.45.55.98,0
52.45.76.12,0
52.48.126.250,0
52.48.162.138,0
52.48.205.232,0
52.5.129.223,0
52.5.149.200,0
52.5.192.84,0
52.5.199.57,0
52.5.245.83,0
52.5.246.171,0
52.5.37.200,0
52.5.54.48,0
52.5.76.109,0
52.5.92.144,0
52.5.96.181,0
52.50.144.182,0
52.51.106.210,0
52.54.111.199,0
52.54.144.255,0
52.54.15.82,0
52.54.194.109,0
52.54.21.20,0
