,cluster_kmeans
191.35.218.102,4
191.8.189.83,1
192.0.73.2,1
192.0.76.3,1
192.0.77.2,1
192.0.77.32,1
192.110.165.94,1
192.111.154.38,4
192.132.33.27,1
192.155.215.182,1
192.161.156.1,1
192.185.225.1,1
192.186.93.74,1
192.198.207.178,1
192.200.184.173,1
192.229.163.180,1
192.229.163.25,1
192.229.173.136,1
192.230.185.126,1
192.237.193.133,1
192.243.250.36,1
192.243.250.58,1
192.252.144.35,1
192.28.144.124,1
192.35.249.127,1
192.82.242.21,1
192.82.242.50,1
192.99.132.66,1
193.150.101.6,4
193.169.4.21,4
193.19.118.97,3
193.19.3.184,1
193.194.69.157,1
193.200.32.114,2
194.153.191.21,4
194.228.221.66,4
194.28.112.179,7
194.44.62.242,4
194.44.93.225,1
194.71.85.66,4
194.75.186.188,1
194.8.147.186,1
195.149.85.252,4
195.154.207.131,1
195.16.103.67,1
195.161.162.254,4
195.169.125.251,1
195.175.58.170,2
195.189.196.58,4
195.194.75.70,4
195.208.179.24,4
195.208.51.104,1
195.22.126.136,1
195.22.126.209,1
195.22.127.226,1
195.228.47.11,2
195.230.158.5,4
195.3.146.96,1
195.34.233.138,1
195.39.160.69,2
195.62.92.238,4
195.69.197.154,3
195.9.54.102,2
196.144.185.207,4
196.200.146.10,4
196.201.40.109,4
196.218.133.171,4
196.218.141.114,1
196.218.42.237,1
196.25.125.65,1
197.128.1.20,1
197.149.67.194,4
197.210.153.46,4
197.210.154.142,4
197.211.44.106,1
197.219.111.100,1
197.230.8.215,4
197.253.58.43,4
197.255.188.53,4
197.44.136.40,4
197.44.200.172,4
197.45.181.191,4
197.50.184.34,4
197.50.199.81,4
197.50.240.149,4
197.51.127.188,2
197.51.172.36,4
198.2.55.250,1
198.23.145.251,2
198.41.30.253,1
198.44.226.11,4
198.51.152.184,1
198.55.245.88,1
198.8.70.129,1
199.16.156.105,1
199.16.156.11,1
199.16.156.120,1
199.16.156.200,1
199.16.156.201,1
199.16.156.21,1
199.16.156.232,1
199.16.156.241,1
199.16.156.41,1
199.16.156.52,1
199.16.156.73,1
199.16.156.75,1
199.16.156.9,1
199.16.157.105,1
199.182.216.166,1
199.187.193.130,1
199.187.193.140,1
199.187.193.19,1
199.19.224.253,1
199.247.8.195,1
199.27.170.188,1
199.30.181.84,1
199.38.165.156,1
199.59.148.12,1
199.59.148.84,1
199.59.150.10,1
199.59.150.42,1
199.59.150.44,1
199.83.134.9,1
199.96.57.6,1
2.179.166.78,1
2.180.165.168,1
2.180.3.34,4
2.190.137.175,4
2.22.23.175,1
2.228.39.100,4
2.32.73.126,1
2.61.63.47,2
2.61.99.172,4
2.89.246.82,1
2.92.200.247,4
200.107.241.50,4
200.109.46.93,4
200.124.26.22,1
200.127.149.98,4
200.14.248.140,4
200.14.248.148,4
200.199.142.162,4
200.2.160.62,4
200.216.8.84,1
200.31.114.150,1
200.32.70.218,4
200.40.199.227,4
200.42.173.147,4
200.46.26.134,4
200.48.137.122,4
200.57.131.236,3
200.66.77.66,4
200.69.253.205,1
200.76.121.115,1
200.84.143.38,4
200.84.146.218,1
200.84.165.143,1
200.84.76.29,2
200.84.81.220,2
200.87.134.13,4
201.139.92.60,4
201.143.86.77,2
201.148.125.6,4
201.148.56.221,2
201.151.93.165,4
201.163.122.6,4
201.166.130.118,4
201.167.5.38,4
201.168.191.14,1
201.174.154.14,3
201.208.0.162,4
201.208.113.76,4
201.208.135.146,1
201.208.220.49,4
201.208.5.163,4
201.209.134.142,1
201.209.36.44,4
201.209.43.221,2
201.210.222.23,1
201.211.126.225,2
201.211.126.4,4
201.211.35.130,4
201.211.44.117,4
201.221.153.74,4
201.242.170.78,4
201.242.35.164,4
201.242.47.175,4
201.242.56.143,4
201.243.162.33,4
201.243.166.149,4
201.248.200.70,4
201.248.66.222,4
201.249.182.130,4
201.48.72.83,4
201.55.199.143,2
201.86.212.74,4
202.107.160.251,1
202.123.70.6,4
202.131.229.114,1
202.134.2.13,4
202.142.110.155,4
202.142.148.197,4
202.142.154.106,1
202.142.96.19,4
202.147.199.10,4
202.162.111.152,1
202.162.210.97,1
202.169.33.251,4
202.169.40.70,4
202.176.119.228,4
202.181.206.254,1
202.28.35.153,1
202.28.35.187,2
202.28.63.66,4
202.29.14.121,4
202.29.14.122,4
202.29.239.97,2
202.39.55.24,4
202.4.170.4,4
202.53.12.82,4
202.58.85.21,1
202.61.45.3,4
202.62.17.149,4
202.62.17.151,4
202.72.213.244,4
202.82.150.103,4
202.83.28.134,4
203.122.33.82,4
203.130.231.84,1
203.130.240.98,4
203.146.142.62,1
203.146.189.95,2
203.146.192.61,4
203.150.68.3,1
203.153.234.162,1
203.159.138.64,2
203.162.175.198,4
203.202.240.131,4
203.202.245.194,4
203.205.28.218,4
203.24.50.231,1
203.69.224.157,1
204.11.168.212,1
204.11.168.6,1
204.118.31.2,4
204.12.68.88,1
204.186.252.3,4
204.2.179.163,1
204.2.179.228,1
204.2.179.39,1
204.2.179.89,1
204.2.197.202,1
204.236.219.209,1
204.236.235.210,1
204.79.197.200,1
206.117.25.89,1
206.117.25.90,1
206.132.109.43,1
206.152.33.71,1
206.188.192.136,1
206.188.193.253,1
207.148.5.230,1
207.148.71.76,1
207.164.132.18,1
207.164.66.210,2
207.20.38.208,1
207.204.159.106,1
207.244.80.166,1
207.244.86.222,1
207.34.231.254,4
207.98.136.114,1
208.101.25.60,1
208.108.184.254,4
208.118.189.2,1
208.51.63.57,1
208.80.154.224,1
208.80.154.240,1
208.88.199.146,1
208.91.60.45,1
209.125.197.254,4
209.126.136.5,1
209.126.136.6,1
209.141.55.136,4
209.167.231.15,1
209.167.231.17,1
209.197.3.19,1
209.204.229.130,1
209.222.0.43,1
209.232.183.2,1
209.45.45.102,4
209.45.52.42,2
209.53.213.34,4
209.85.201.138,1
209.85.201.155,1
209.85.201.156,1
209.85.201.157,1
209.85.202.100,0
209.85.202.101,0
209.85.202.102,0
209.85.202.113,0
209.85.202.132,1
209.85.202.136,1
209.85.202.138,0
209.85.202.139,0
209.85.202.148,1
209.85.202.149,1
209.85.202.153,1
209.85.202.154,0
209.85.202.155,0
209.85.202.156,0
209.85.202.157,0
209.85.202.190,1
209.85.202.91,1
209.85.202.93,1
209.85.202.94,0
209.85.202.95,0
209.85.202.97,0
209.85.203.100,0
209.85.203.101,0
209.85.203.102,1
209.85.203.113,0
209.85.203.132,1
209.85.203.136,1
209.85.203.138,0
209.85.203.139,0
209.85.203.148,1
209.85.203.149,1
209.85.203.153,1
209.85.203.154,0
209.85.203.155,0
209.85.203.156,0
209.85.203.157,0
209.85.203.181,1
209.85.203.190,1
209.85.203.91,1
209.85.203.93,1
209.85.203.94,0
209.85.203.95,0
209.85.203.97,0
210.113.78.106,1
210.129.120.41,1
210.129.184.28,1
210.191.104.111,1
210.245.32.101,1
210.48.222.9,4
210.86.226.179,4
211.181.237.106,2
211.22.167.12,4
211.22.64.88,4
211.234.94.205,3
211.25.98.34,1
211.5.236.197,4
212.0.149.88,2
212.100.143.19,4
212.115.235.172,2
212.12.232.42,4
212.122.72.71,4
212.124.12.150,2
212.156.78.62,2
212.156.92.194,1
212.156.99.134,2
212.164.254.171,1
212.174.232.94,4
212.174.99.3,4
212.179.111.205,1
212.20.43.2,4
212.220.1.140,4
212.237.4.117,1
212.237.56.188,1
212.3.106.198,1
212.3.193.175,4
212.34.233.6,1
212.35.180.156,4
212.47.234.165,1
212.58.121.82,2
212.66.51.144,4
212.73.95.138,4
212.83.191.80,4
212.92.104.143,1
212.92.104.175,1
212.92.105.107,1
212.92.106.106,1
212.92.108.184,1
212.92.108.84,1
212.92.112.111,1
212.92.113.110,1
212.92.113.120,1
212.92.114.128,1
212.92.114.168,1
212.92.114.178,1
212.92.114.198,1
212.92.115.207,1
212.92.115.77,1
212.92.116.246,3
212.92.117.185,1
212.92.117.45,1
212.92.119.1,3
212.92.121.147,1
212.92.124.31,1
212.92.196.162,4
212.94.16.2,1
213.14.91.130,4
213.144.36.14,4
213.144.36.15,1
213.157.51.130,4
213.159.254.147,1
213.212.94.189,1
213.230.101.94,4
213.230.68.45,4
213.251.226.208,4
213.32.48.47,1
213.48.54.43,1
213.59.130.160,4
213.74.206.122,2
213.78.119.18,1
213.79.69.194,4
213.79.91.92,2
216.123.7.58,1
216.14.48.162,1
216.146.46.10,1
216.170.126.116,1
216.200.232.221,1
216.200.232.235,1
216.200.233.94,1
216.218.206.110,1
216.24.224.136,1
216.243.229.161,1
216.248.72.115,1
216.34.181.25,1
216.34.181.45,1
216.34.181.48,1
216.34.250.230,4
216.54.159.114,4
216.58.198.65,1
216.58.198.66,0
216.58.198.67,1
216.58.198.70,1
216.58.198.72,1
216.58.198.74,0
216.58.198.77,1
216.58.198.78,0
216.58.198.83,1
216.58.211.161,0
216.58.211.162,0
216.58.211.163,0
216.58.211.165,1
216.58.211.166,0
216.58.211.168,0
216.58.211.170,0
216.58.211.174,0
216.58.211.178,1
216.58.211.179,1
216.58.211.99,1
216.58.212.163,1
216.58.217.130,1
216.58.217.136,1
216.58.218.226,1
216.70.52.33,4
217.107.125.191,2
217.110.126.20,4
217.112.218.58,2
217.118.93.158,1
217.118.95.84,4
217.13.150.43,1
217.20.71.10,4
217.218.241.69,2
217.52.63.146,2
217.61.104.211,1
217.67.189.210,4
217.91.231.165,1
218.164.203.159,4
218.164.31.209,4
218.255.233.114,4
218.64.255.29,4
218.77.59.81,1
218.78.186.242,1
218.87.194.83,4
219.147.132.167,4
219.160.112.13,4
219.91.207.210,1
220.132.236.194,2
220.133.156.143,4
220.134.197.253,1
220.137.5.221,2
220.143.108.105,4
220.143.186.221,4
220.231.90.220,1
220.247.172.138,4
221.120.210.138,4
221.194.44.211,1
221.229.166.121,5
222.110.165.199,1
222.114.6.130,1
222.124.114.132,2
222.124.144.189,4
222.124.199.34,4
222.124.58.121,4
222.127.104.26,4
222.127.147.201,1
222.132.136.17,1
222.146.193.211,1
222.174.177.178,1
222.220.39.181,1
222.252.156.11,1
222.81.226.22,1
222.88.190.199,1
222.89.128.198,1
223.101.178.208,1
223.102.246.250,1
223.107.63.50,1
223.16.121.27,4
223.18.105.121,4
223.205.12.45,4
223.207.249.3,4
223.221.240.54,2
223.245.161.24,4
223.27.151.109,4
223.27.251.223,4
223.30.192.54,4
223.74.12.89,1
223.74.58.77,1
223.89.184.98,1
223.90.77.145,1
223.96.219.56,1
223.96.53.202,1
223.96.61.111,1
223.98.179.69,1
23.103.189.158,1
23.111.9.14,1
23.111.9.32,1
23.111.9.64,1
23.13.146.140,1
23.13.154.167,0
23.13.157.189,1
23.13.158.247,1
23.13.159.76,1
23.13.160.205,1
23.13.162.20,1
23.13.165.231,1
23.13.176.79,1
23.13.178.232,1
23.13.180.170,1
23.14.151.160,1
23.14.186.68,1
23.15.7.107,1
23.15.7.112,1
23.15.7.113,1
23.15.7.140,1
23.15.7.166,1
23.15.8.107,1
23.15.8.113,1
23.15.8.121,0
23.15.8.129,1
23.15.8.131,0
23.15.8.137,1
23.15.8.139,1
23.15.8.146,1
23.15.8.160,1
23.196.100.70,1
23.196.102.76,1
23.196.104.14,1
23.196.104.19,1
23.196.107.189,1
23.196.107.60,0
23.196.108.64,1
23.196.109.221,1
23.196.113.171,0
23.196.113.50,1
23.196.115.14,1
23.196.116.215,1
23.196.119.142,1
23.196.127.55,1
23.196.127.56,1
23.196.127.61,0
23.196.141.83,1
23.196.57.205,1
23.196.57.82,1
23.196.58.54,1
23.196.6.166,1
23.196.6.17,1
23.196.6.178,1
23.196.6.68,1
23.196.6.79,1
23.196.97.191,1
23.196.98.102,1
23.196.98.229,1
23.198.10.54,1
23.21.113.119,1
23.21.126.194,1
23.21.132.210,1
23.21.175.31,1
23.21.226.158,1
23.21.233.59,1
23.21.41.167,1
23.21.46.143,1
23.21.49.226,1
23.21.61.2,1
23.21.63.252,1
23.21.76.16,1
23.21.89.168,1
23.21.94.151,1
23.211.131.150,1
23.215.98.15,1
23.217.147.204,1
23.217.19.241,0
23.217.25.46,1
23.217.26.156,1
23.217.28.150,1
23.217.32.120,1
23.217.33.186,1
23.217.36.24,1
23.217.38.65,1
23.218.38.23,0
23.218.48.119,1
23.218.50.120,1
23.218.53.197,0
23.218.62.30,0
23.218.74.81,1
23.218.75.124,1
23.218.76.161,1
23.219.88.11,1
23.219.88.151,1
23.219.88.158,1
23.219.88.160,1
23.219.88.161,1
23.219.88.166,1
23.219.88.168,1
23.219.88.169,1
23.219.88.176,1
23.219.88.210,1
23.219.88.217,1
23.219.88.24,1
23.219.88.35,1
23.219.88.56,1
23.219.88.57,1
23.219.88.64,1
23.219.88.66,1
23.219.88.73,0
23.219.88.74,1
23.219.94.16,1
23.226.130.198,4
23.227.38.64,1
23.23.103.255,1
23.23.107.13,1
23.23.129.166,1
23.23.140.218,1
23.23.144.24,1
23.23.150.198,1
23.23.152.86,1
23.23.156.255,1
23.23.156.71,1
23.23.158.36,1
23.23.207.207,1
23.23.222.212,1
23.23.224.125,1
23.23.227.6,1
23.23.58.224,1
23.23.73.242,1
23.23.87.187,1
23.23.99.70,1
23.25.77.45,1
23.31.206.38,1
23.32.172.123,1
23.36.32.102,1
23.36.32.126,1
23.36.32.16,1
23.36.32.162,0
23.36.32.229,1
23.36.32.235,1
23.36.32.44,1
23.36.32.85,1
23.36.32.88,0
23.36.33.118,1
23.36.33.160,1
23.36.33.163,1
23.36.33.17,1
23.36.33.173,1
23.36.33.207,1
23.36.33.218,1
23.36.33.227,1
23.36.33.229,1
23.36.33.230,1
23.36.33.237,1
23.36.33.24,1
23.36.33.240,1
23.36.33.39,1
23.36.33.52,0
23.36.33.56,1
23.36.33.59,1
23.36.33.73,1
23.36.33.86,1
23.36.34.11,1
23.36.34.146,1
23.36.34.213,0
23.36.34.216,1
23.36.34.36,1
23.36.80.82,1
23.36.81.84,1
23.42.156.231,1
23.46.60.109,1
23.46.60.128,1
23.46.60.192,1
23.46.60.234,1
23.46.61.109,1
23.46.61.25,1
23.46.61.37,1
23.46.61.41,1
23.46.61.91,1
23.46.62.134,1
23.46.62.146,1
23.46.62.157,1
23.46.62.184,1
23.46.62.37,1
23.46.63.181,1
23.49.176.40,1
23.49.177.88,1
23.49.181.132,1
23.49.188.59,1
23.49.189.7,1
23.50.225.11,1
23.50.225.124,1
23.50.225.25,1
23.50.225.28,1
23.50.57.12,1
23.52.86.153,1
23.52.91.27,0
23.56.201.119,1
23.61.198.145,1
23.62.6.23,1
23.62.7.173,1
23.63.101.174,1
23.73.153.142,1
23.73.154.176,1
23.73.155.109,1
23.89.144.227,1
23.96.219.104,1
23.99.24.158,1
24.106.18.90,4
24.123.231.237,1
24.178.196.118,1
24.197.77.189,1
24.39.199.220,4
24.43.93.126,2
24.57.227.129,1
27.199.109.53,1
27.219.147.154,1
27.237.184.132,1
27.254.53.179,2
27.254.59.9,2
27.48.94.254,4
27.50.24.76,2
27.50.31.76,4
27.68.125.220,4
27.71.158.131,4
27.72.113.22,4
27.72.87.99,4
27.74.248.244,4
31.129.184.14,4
31.13.65.2,1
31.13.65.36,0
31.13.65.52,1
31.13.65.7,0
31.13.71.36,1
31.13.71.7,1
31.13.72.17,1
31.135.195.178,1
31.148.127.227,4
31.168.52.214,4
31.170.236.103,4
31.173.101.224,1
31.173.182.162,4
31.173.183.254,4
31.180.123.109,1
31.181.87.229,1
31.186.68.101,4
31.214.129.80,4
31.223.130.192,4
31.47.194.150,4
31.47.61.146,1
31.51.235.126,1
31.6.121.159,4
31.8.246.127,4
34.192.240.114,1
34.192.36.179,1
34.192.94.202,1
34.193.177.34,1
34.193.197.225,1
34.193.208.139,1
34.193.96.33,1
34.194.109.176,1
34.194.12.155,1
34.194.124.14,1
34.194.125.5,1
34.194.219.50,1
34.194.73.77,1
34.194.82.212,1
34.194.84.90,1
34.195.114.203,1
34.195.128.175,1
34.195.148.37,1
34.196.128.45,1
34.196.134.167,1
34.196.141.22,1
34.196.173.185,1
34.196.187.214,1
34.196.189.5,1
34.196.190.106,1
34.196.59.245,1
34.197.149.178,1
34.197.155.16,1
34.198.172.204,1
34.198.71.9,1
34.198.80.176,1
34.199.116.246,1
34.199.178.106,1
34.199.50.207,1
34.199.96.168,1
34.200.124.51,1
34.200.190.135,1
34.202.122.199,1
34.202.180.186,1
34.203.185.26,1
34.203.58.14,1
34.203.68.62,1
34.204.154.146,1
34.204.214.191,1
34.204.246.70,1
34.205.192.52,1
34.205.202.95,1
34.205.226.238,1
34.205.97.45,1
34.206.166.138,1
34.206.169.32,1
34.206.189.138,1
34.206.253.114,1
34.206.37.214,1
34.206.4.224,1
34.206.65.78,1
34.207.47.54,1
34.209.248.26,1
34.210.37.21,1
34.211.140.227,1
34.211.98.116,1
34.211.99.53,1
34.213.37.245,1
34.214.15.91,1
34.216.156.21,1
34.216.250.207,1
34.224.124.173,1
34.224.182.124,1
34.224.188.112,1
34.225.10.165,1
34.225.101.36,1
34.225.149.64,1
34.225.200.43,1
34.225.202.230,1
34.225.31.76,1
34.226.0.93,1
34.226.159.171,1
34.226.38.103,1
34.226.38.126,1
34.226.55.45,1
34.226.78.29,1
34.227.130.226,1
34.227.140.158,1
34.227.166.18,1
34.228.174.218,1
34.228.250.248,1
34.228.34.48,1
34.228.46.114,1
34.230.158.227,1
34.230.165.183,1
34.230.170.212,1
34.230.207.83,1
34.230.223.214,1
34.231.175.247,1
34.231.239.32,1
34.231.85.1,1
34.231.85.132,1
34.232.225.208,1
34.232.251.80,1
34.232.39.219,1
34.234.56.208,1
34.234.98.90,1
34.235.78.222,1
34.235.79.173,1
34.236.120.1,1
34.236.182.238,1
34.236.215.177,1
34.236.215.2,1
34.237.170.104,1
34.238.59.205,1
34.238.62.49,1
34.238.64.228,1
34.239.8.222,1
34.239.99.85,1
34.242.50.52,1
34.249.232.228,1
34.250.172.204,1
34.251.193.116,1
34.251.57.109,1
34.252.72.54,1
35.153.117.62,1
35.157.238.224,1
35.160.52.148,1
35.160.58.123,1
35.161.221.102,1
35.161.241.69,1
35.162.179.12,1
35.162.60.68,1
35.163.143.41,1
35.164.155.187,1
35.164.80.164,1
35.165.158.113,1
35.167.141.246,1
35.167.158.210,1
35.170.0.108,1
35.170.33.157,1
35.171.33.106,1
35.185.16.249,1
35.185.32.61,1
35.186.249.84,1
35.190.162.35,1
35.190.175.111,1
35.190.62.199,1
35.190.62.200,1
35.190.74.53,1
35.195.219.228,1
35.197.239.16,1
35.200.236.242,1
36.101.198.77,1
36.111.194.157,4
36.185.43.224,1
36.2.132.170,1
36.224.47.111,4
36.226.112.123,2
36.226.98.53,4
36.227.5.25,4
36.227.63.16,4
36.229.160.21,4
36.234.118.79,4
36.234.209.192,1
36.235.67.115,4
36.236.147.96,1
36.236.40.50,4
36.236.82.114,4
36.237.138.64,2
36.62.159.105,1
36.66.102.226,4
36.66.118.172,4
36.66.42.3,4
36.66.94.49,4
36.67.108.63,4
36.67.122.226,1
36.67.70.234,4
36.68.128.6,4
36.68.18.232,4
36.68.239.39,4
36.69.224.134,4
36.72.178.231,4
36.72.207.166,4
36.72.64.124,4
36.72.84.3,4
36.73.137.198,4
36.73.15.83,1
36.73.58.239,4
36.73.59.143,4
36.74.50.206,4
36.74.96.211,1
36.75.146.159,1
36.75.151.187,4
36.75.252.201,4
36.76.219.127,4
36.77.128.12,1
36.77.171.157,4
36.77.93.101,4
36.79.40.55,1
36.79.45.48,4
36.80.56.150,2
36.80.92.176,4
36.81.120.134,4
36.81.209.25,1
36.82.103.115,4
36.82.103.210,1
36.82.103.45,4
36.82.105.85,4
36.82.128.110,4
36.82.194.228,4
36.83.31.232,4
36.84.130.37,4
36.84.224.170,4
36.84.224.71,4
36.84.224.95,4
36.84.63.72,4
36.84.64.181,4
36.84.64.76,4
36.84.69.71,4
36.84.70.160,4
36.84.73.93,2
36.85.55.50,1
36.85.78.147,4
36.88.152.0,4
36.89.25.170,4
37.115.136.54,1
37.131.224.158,4
37.139.119.80,1
37.15.191.145,1
37.190.61.130,4
37.193.194.3,4
37.208.98.187,4
37.220.194.86,4
37.229.130.119,4
37.232.129.58,4
37.252.66.89,4
37.27.109.83,2
37.29.118.68,4
37.29.19.117,1
37.29.79.180,1
37.57.47.187,4
37.76.249.66,4
37.79.77.153,4
38.126.130.202,1
38.130.113.160,4
38.142.192.18,1
38.142.99.34,1
38.71.2.160,1
39.10.198.146,2
39.115.145.34,2
39.158.202.41,1
39.167.247.163,1
39.168.129.91,1
39.37.22.248,1
39.53.147.144,4
39.57.45.108,4
40.113.90.255,1
40.118.170.31,1
40.121.144.177,1
40.69.216.251,1
40.69.216.73,1
40.69.220.46,1
40.77.228.69,1
40.77.232.95,1
40.79.34.21,1
40.86.188.235,1
40.97.140.18,1
41.155.253.140,4
41.200.249.154,4
41.200.251.102,4
41.203.16.49,1
41.220.17.138,4
41.226.243.3,1
41.244.232.114,4
41.33.113.67,4
41.33.48.90,4
41.38.119.196,4
41.39.134.47,4
41.39.42.210,1
41.39.53.26,4
41.39.99.102,2
41.39.99.132,1
41.41.97.70,4
41.47.101.199,4
41.66.244.174,4
41.68.216.211,2
41.79.190.79,4
41.95.246.13,4
42.112.71.96,4
42.114.21.113,4
42.202.149.245,1
43.225.67.140,4
43.239.73.218,4
43.240.103.145,2
43.247.68.80,1
43.249.62.210,4
43.251.169.154,4
43.251.75.39,4
45.117.212.209,1
45.119.237.10,1
45.119.82.234,4
45.126.215.18,4
45.222.101.167,4
45.248.56.249,4
45.249.94.53,1
45.60.121.36,1
45.63.30.5,1
45.77.215.253,1
46.101.240.54,1
46.105.160.56,1
46.107.238.52,4
46.109.231.193,4
46.118.254.74,4
46.119.238.183,4
46.130.61.241,4
46.152.35.158,1
46.164.141.5,2
46.165.244.215,0
46.167.86.200,4
46.17.97.4,6
46.172.121.96,1
46.172.199.77,4
46.188.121.110,4
46.196.76.131,4
46.209.141.73,1
46.209.15.14,4
46.234.125.89,1
46.32.16.170,4
46.48.201.229,4
46.55.254.14,4
46.72.101.119,4
46.72.105.36,4
46.72.130.234,4
46.72.47.46,4
46.8.147.112,4
46.91.201.113,4
46.98.173.236,4
46.98.244.67,4
46.98.62.154,4
46.99.130.132,1
47.183.196.97,1
47.206.80.165,4
47.247.227.98,1
47.52.33.110,4
47.74.144.60,4
47.91.158.245,4
49.145.249.136,4
49.148.140.165,4
49.203.13.40,1
49.206.123.156,4
49.206.123.60,4
49.206.208.105,4
49.206.219.215,4
49.206.219.84,4
49.207.188.29,4
49.229.242.61,4
49.229.66.192,4
49.231.146.205,1
49.231.251.172,4
49.248.122.140,4
5.101.6.170,1
5.120.95.10,4
5.125.201.39,2
5.126.223.252,4
5.141.224.181,1
5.145.235.114,1
5.149.205.180,4
5.188.10.144,1
5.188.11.111,1
5.188.11.25,1
5.188.86.40,1
5.188.86.56,1
5.188.87.9,1
5.188.9.10,1
5.188.9.25,1
5.188.9.30,1
5.235.101.180,4
5.238.212.4,4
5.35.31.241,1
5.37.218.192,4
5.39.216.134,1
5.39.216.193,6
5.39.216.195,6
5.39.216.253,6
5.39.218.197,1
5.44.168.162,4
5.62.34.35,1
5.78.65.2,4
50.112.155.198,1
50.112.201.212,1
50.125.83.27,1
50.16.189.107,1
50.16.214.170,1
50.16.227.133,1
50.16.95.170,1
50.17.178.64,1
50.17.228.28,1
50.17.234.198,1
50.19.100.203,1
50.19.109.243,1
50.19.247.154,1
50.19.84.118,1
50.201.141.102,2
50.204.242.68,4
50.23.71.51,1
50.233.61.2,1
50.255.85.146,1
50.63.136.4,1
50.64.9.0,1
50.88.240.195,4
50.97.162.171,1
50.97.40.233,1
51.211.183.245,4
52.0.108.62,1
52.0.15.105,1
52.0.157.68,1
52.0.195.74,1
52.0.224.144,1
52.0.63.14,1
52.1.183.114,1
52.1.196.17,1
52.1.201.118,1
52.1.226.202,1
52.1.255.181,1
52.1.5.34,1
52.1.63.165,1
52.1.90.207,1
52.10.90.140,1
52.10.99.146,1
52.14.9.34,1
52.158.236.248,1
52.17.197.111,1
52.178.192.146,1
52.185.151.41,1
52.19.105.22,1
52.2.113.107,1
52.2.131.164,1
52.2.225.154,1
52.2.5.150,1
52.2.86.98,1
52.20.114.94,1
52.20.12.16,1
52.20.125.235,1
52.20.17.139,1
52.20.17.81,1
52.20.187.235,1
52.20.233.27,1
52.20.253.85,1
52.20.30.109,1
52.20.66.66,1
52.20.7.113,1
52.20.73.160,1
52.200.159.117,1
52.200.164.141,1
52.200.196.186,1
52.200.30.173,1
52.201.112.171,1
52.202.198.212,1
52.202.2.188,1
52.202.232.207,1
52.202.248.138,1
52.202.41.251,1
52.202.7.33,1
52.203.140.232,1
52.203.19.126,1
52.203.201.18,1
52.203.205.209,1
52.203.206.199,1
52.203.210.222,1
52.204.2.216,1
52.204.224.212,1
52.204.247.161,1
52.204.247.30,1
52.204.255.156,1
52.204.36.21,1
52.205.108.47,1
52.205.157.173,1
52.205.58.139,1
52.205.87.73,1
52.206.102.95,1
52.206.166.212,1
52.206.168.245,1
52.206.176.91,1
52.206.35.17,1
52.206.50.251,1
52.207.102.156,1
52.207.156.239,1
52.207.200.147,1
52.207.5.63,1
52.207.50.238,1
52.207.57.149,1
52.207.61.132,1
52.209.205.49,1
52.209.226.12,1
52.209.227.123,1
52.21.201.244,1
52.21.233.184,1
52.210.121.26,1
52.210.72.135,1
52.213.131.151,1
52.213.91.63,1
52.213.94.235,1
52.216.1.128,1
52.216.1.216,1
52.216.1.27,1
52.216.130.131,1
52.216.132.19,1
52.216.16.48,1
52.216.160.211,1
52.216.160.75,1
52.216.161.3,1
52.216.162.219,1
52.216.163.19,1
52.216.163.27,1
52.216.164.107,1
52.216.165.147,1
52.216.165.203,1
52.216.165.211,1
52.216.165.67,1
52.216.166.35,1
52.216.17.43,1
52.216.20.253,1
52.216.224.64,1
52.216.225.155,1
52.216.226.208,1
52.216.228.32,1
52.216.228.72,1
52.216.65.24,1
52.216.65.99,1
52.216.80.152,1
52.216.82.144,1
52.216.82.219,1
52.216.82.88,1
52.216.84.203,1
52.216.84.59,1
52.216.85.171,1
52.216.86.61,1
52.216.96.187,1
52.216.97.195,1
52.216.98.163,1
52.216.99.107,1
52.218.200.122,1
52.218.201.34,1
52.219.80.3,1
52.22.120.12,1
52.22.163.156,1
52.22.179.159,1
52.22.245.163,1
52.22.52.111,1
52.22.63.50,1
52.22.68.31,1
52.22.83.4,1
52.229.170.171,1
52.23.3.197,1
52.239.137.4,1
52.24.183.185,1
52.242.29.77,1
52.25.10.191,1
52.25.153.217,1
52.25.154.197,1
52.26.179.183,1
52.26.44.226,1
52.26.56.183,1
52.27.240.12,1
52.27.241.27,1
52.27.86.92,1
52.3.188.193,1
52.3.48.158,1
52.3.55.179,1
52.3.73.49,1
52.3.86.250,1
52.3.95.241,1
52.30.74.252,1
52.31.122.196,1
52.32.234.216,1
52.33.245.124,1
52.35.81.238,1
52.36.144.43,1
52.36.71.24,1
52.37.48.84,1
52.38.149.111,1
52.4.13.99,1
52.4.191.175,1
52.4.199.240,1
52.4.35.190,1
52.4.62.11,1
52.4.7.196,1
52.4.89.107,1
52.41.138.143,1
52.41.192.90,1
52.42.16.210,1
52.42.180.72,1
52.42.20.106,1
52.43.54.37,1
52.44.162.213,1
52.44.192.243,1
52.44.21.163,1
52.44.243.12,1
52.44.71.195,1
52.45.109.63,1
52.45.11.188,1
52.45.112.188,1
52.45.128.130,1
52.45.154.11,1
52.45.195.29,1
52.48.126.250,1
52.5.129.223,1
52.5.149.200,1
52.5.149.245,1
52.5.239.160,1
52.5.246.171,1
52.5.25.66,1
52.5.76.109,1
52.5.92.144,1
52.5.96.181,1
52.50.144.182,1
52.51.129.14,1
52.54.111.199,1
52.54.144.255,1
52.54.15.82,1
52.54.194.109,1
