,cluster_kmeans
193.254.220.229,6
193.47.166.2,2
194.190.86.86,6
194.28.112.179,8
194.63.142.84,0
194.71.85.66,2
194.74.144.193,0
194.75.186.188,6
195.154.207.131,6
195.16.103.67,2
195.161.162.254,1
195.169.125.251,6
195.174.31.215,2
195.175.11.46,2
195.175.58.170,1
195.175.60.118,0
195.175.63.126,2
195.181.172.69,0
195.191.58.167,2
195.202.225.200,6
195.22.125.112,6
195.22.126.136,6
195.228.183.244,2
195.228.47.11,1
195.3.146.96,6
195.34.207.235,0
195.34.233.138,2
195.39.160.69,2
195.69.197.154,6
195.69.221.162,2
195.9.54.102,0
196.14.245.234,0
196.201.40.109,2
196.22.142.116,6
196.221.39.216,2
196.229.133.155,2
196.25.125.65,6
196.30.192.2,0
197.128.1.20,2
197.149.67.194,6
197.156.104.113,1
197.156.93.185,0
197.160.42.209,2
197.219.111.100,2
197.230.8.215,2
197.248.161.170,0
197.253.58.43,1
197.255.188.53,1
197.50.120.35,2
197.50.157.154,6
197.51.127.188,0
197.51.172.36,2
198.178.125.242,6
198.2.55.250,6
198.23.145.251,1
198.51.152.179,6
198.51.152.183,6
198.51.152.184,6
198.55.245.88,6
198.8.70.129,6
198.87.209.160,6
199.16.156.105,6
199.16.156.11,6
199.16.156.120,6
199.16.156.200,6
199.16.156.201,6
199.16.156.21,6
199.16.156.241,6
199.16.156.41,6
199.16.156.52,6
199.16.156.73,6
199.16.156.75,6
199.16.156.9,6
199.16.157.105,6
199.168.142.50,2
199.187.193.1,6
199.187.193.130,6
199.187.193.140,6
199.187.193.19,6
199.19.224.253,6
199.247.8.195,6
199.27.170.188,6
199.30.181.84,6
199.38.165.156,6
199.38.167.128,6
199.59.148.12,6
199.59.149.200,6
199.59.149.243,6
199.59.150.10,6
199.59.150.42,6
199.59.150.44,6
199.83.134.9,6
199.83.134.90,6
199.96.57.6,10
2.134.91.242,6
2.135.84.63,2
2.179.166.78,0
2.180.165.168,2
2.192.3.226,6
2.22.23.175,6
2.32.73.126,1
2.49.239.246,0
2.61.63.47,2
2.89.246.82,6
2.90.152.92,6
2.92.114.2,2
2.92.200.247,0
2.93.111.207,2
2.95.46.35,2
200.100.255.169,6
200.109.149.67,2
200.109.228.2,0
200.109.46.93,6
200.124.26.22,2
200.127.149.98,2
200.132.66.54,2
200.2.160.62,2
200.201.193.18,0
200.216.8.84,6
200.27.131.51,2
200.31.114.150,1
200.37.103.100,0
200.46.33.100,1
200.48.137.122,2
200.57.131.236,3
200.57.3.4,0
200.57.95.3,2
200.59.189.188,2
200.6.245.10,6
200.69.253.205,1
200.71.191.42,2
200.76.121.115,6
200.84.179.119,0
200.84.189.123,0
200.84.56.179,0
200.84.76.29,1
200.84.81.220,1
200.87.134.13,1
200.87.16.58,0
200.89.69.158,2
201.108.214.194,2
201.140.189.105,0
201.143.86.77,1
201.148.125.6,0
201.148.56.221,2
201.149.64.18,2
201.151.72.222,2
201.151.93.165,2
201.163.122.6,0
201.163.191.233,0
201.166.130.118,2
201.167.5.38,1
201.168.105.34,6
201.168.191.14,2
201.174.154.14,6
201.208.113.76,0
201.208.135.146,0
201.208.139.36,2
201.208.154.113,2
201.208.220.49,2
201.208.5.163,2
201.209.43.221,2
201.210.177.17,2
201.210.193.95,2
201.210.222.23,2
201.211.120.14,2
201.211.126.225,2
201.211.35.130,2
201.211.43.149,2
201.224.80.3,0
201.238.155.60,6
201.242.170.78,2
201.242.47.175,0
201.242.96.39,0
201.243.121.40,2
201.243.162.33,2
201.243.51.118,2
201.248.200.70,1
201.248.66.222,2
201.249.182.130,1
201.252.204.254,6
202.101.186.194,0
202.131.229.114,2
202.141.243.214,2
202.141.252.135,2
202.142.101.96,0
202.142.110.155,2
202.142.119.200,2
202.142.96.19,2
202.147.193.199,0
202.150.148.158,2
202.152.38.77,2
202.162.111.152,6
202.162.210.97,6
202.164.211.236,2
202.169.60.66,0
202.181.206.254,6
202.29.14.122,2
202.29.14.124,0
202.29.14.125,2
202.29.239.97,1
202.29.26.247,2
202.29.7.126,6
202.39.55.24,0
202.4.170.4,0
202.46.36.5,2
202.51.182.235,0
202.51.184.70,0
202.53.12.82,2
202.58.124.51,0
202.58.85.21,0
202.62.17.149,0
202.62.17.151,1
202.67.42.14,0
202.67.45.1,1
202.67.46.247,0
202.70.66.227,2
202.83.28.134,2
202.83.28.209,2
202.89.46.133,6
202.98.19.130,6
203.117.12.5,2
203.130.228.234,0
203.130.231.84,1
203.130.235.26,1
203.130.240.98,0
203.146.189.95,2
203.150.68.3,0
203.154.91.234,6
203.190.11.117,0
203.210.240.98,0
203.210.84.229,6
203.24.50.231,6
203.78.116.97,2
203.78.117.75,0
204.11.168.212,6
204.11.168.6,6
204.118.31.2,2
204.12.231.138,1
204.2.179.39,6
204.2.197.202,6
204.236.219.209,6
204.236.229.61,6
204.246.169.71,6
205.175.240.244,2
206.117.25.89,6
206.132.109.43,2
206.132.109.68,2
206.152.33.71,6
206.188.192.136,6
206.188.193.253,6
206.47.141.237,6
207.148.14.113,6
207.148.5.230,6
207.148.71.76,2
207.164.66.210,0
207.204.159.106,0
207.244.121.27,6
207.244.86.222,6
207.246.95.116,6
207.98.136.114,6
208.43.250.80,6
208.51.63.57,2
208.74.204.148,6
208.89.12.91,6
208.91.60.45,6
209.126.136.5,6
209.126.136.6,6
209.15.36.33,6
209.15.36.34,6
209.167.231.15,6
209.167.231.17,6
209.172.196.6,6
209.172.196.7,6
209.172.196.8,6
209.197.3.19,6
209.197.3.84,6
209.222.0.43,6
209.235.68.34,6
209.45.52.42,6
209.53.213.34,2
209.85.201.154,6
209.85.201.155,6
209.85.201.156,6
209.85.201.157,6
209.85.202.100,10
209.85.202.101,10
209.85.202.102,10
209.85.202.113,10
209.85.202.121,6
209.85.202.132,10
209.85.202.138,10
209.85.202.139,10
209.85.202.148,10
209.85.202.149,10
209.85.202.154,10
209.85.202.155,10
209.85.202.156,10
209.85.202.157,10
209.85.202.181,6
209.85.202.190,6
209.85.202.84,6
209.85.202.91,6
209.85.202.93,6
209.85.202.94,10
209.85.202.95,10
209.85.202.97,10
209.85.203.100,6
209.85.203.101,6
209.85.203.102,10
209.85.203.113,10
209.85.203.121,6
209.85.203.132,6
209.85.203.136,6
209.85.203.138,10
209.85.203.139,10
209.85.203.148,10
209.85.203.149,6
209.85.203.153,6
209.85.203.154,10
209.85.203.155,10
209.85.203.156,10
209.85.203.157,10
209.85.203.181,6
209.85.203.93,6
209.85.203.94,10
209.85.203.95,10
209.85.203.97,10
210.113.78.106,6
210.129.184.28,6
210.203.20.185,2
210.204.156.237,6
210.210.10.70,0
210.212.199.243,0
210.245.32.101,6
210.48.222.9,0
210.61.40.217,0
211.152.7.4,2
211.22.167.12,1
211.22.64.88,1
211.234.94.205,3
211.5.236.197,1
212.0.149.88,2
212.0.155.98,2
212.100.68.101,1
212.112.105.146,2
212.115.235.172,1
212.12.232.42,2
212.154.161.67,2
212.156.42.110,2
212.156.62.194,0
212.156.86.78,2
212.156.92.194,0
212.156.98.210,0
212.156.99.114,2
212.156.99.134,1
212.156.99.86,2
212.164.254.171,2
212.174.232.94,1
212.174.99.202,1
212.174.99.3,1
212.175.53.250,0
212.179.111.205,6
212.19.138.2,2
212.220.1.140,0
212.237.4.117,6
212.237.56.188,6
212.3.106.198,6
212.3.193.175,2
212.35.180.156,2
212.35.190.61,2
212.58.121.82,2
212.59.100.26,2
212.6.144.228,6
212.66.51.144,0
212.73.95.138,2
212.82.217.146,6
212.83.191.80,2
212.92.104.143,6
212.92.104.175,6
212.92.105.107,6
212.92.106.106,6
212.92.108.184,6
212.92.108.84,6
212.92.112.111,6
212.92.113.110,6
212.92.113.120,6
212.92.114.128,6
212.92.114.168,6
212.92.114.178,6
212.92.114.198,6
212.92.115.207,6
212.92.115.77,6
212.92.116.246,6
212.92.117.185,6
212.92.117.45,6
212.92.119.1,6
212.92.121.147,6
212.92.124.31,6
212.94.16.2,2
212.94.16.21,0
213.0.118.254,1
213.128.10.46,2
213.135.84.123,6
213.14.91.130,2
213.144.36.14,6
213.159.254.147,0
213.230.101.94,2
213.230.76.157,2
213.25.129.2,2
213.32.19.177,6
213.59.130.160,2
213.74.204.74,6
213.74.206.122,0
213.79.91.92,2
216.107.48.187,1
216.129.2.66,0
216.14.48.162,6
216.155.90.251,0
216.200.232.221,6
216.200.62.206,6
216.239.32.21,6
216.24.224.136,6
216.243.229.161,6
216.34.181.25,6
216.34.181.45,6
216.34.181.48,6
216.54.159.114,2
216.58.198.65,6
216.58.198.66,10
216.58.198.67,6
216.58.198.70,6
216.58.198.72,10
216.58.198.74,10
216.58.198.77,6
216.58.198.78,10
216.58.198.82,6
216.58.198.84,6
216.58.209.131,6
216.58.211.161,10
216.58.211.162,10
216.58.211.163,10
216.58.211.166,10
216.58.211.168,10
216.58.211.170,10
216.58.211.173,6
216.58.211.174,5
216.58.211.179,6
216.58.212.163,6
216.58.212.195,6
216.58.217.130,6
216.58.217.136,6
216.58.217.142,6
216.58.217.162,6
216.58.217.170,6
216.58.217.74,6
217.10.139.198,6
217.107.125.191,1
217.110.126.20,2
217.118.178.222,2
217.118.93.158,0
217.13.150.43,6
217.141.116.228,1
217.218.241.69,1
217.27.77.99,2
217.41.79.96,6
217.52.63.146,0
217.57.130.226,2
218.164.203.159,1
218.173.144.75,0
218.191.12.5,0
218.248.28.147,2
218.253.211.202,0
218.255.233.114,2
218.255.253.98,0
218.78.186.242,3
218.87.194.83,1
219.135.188.58,6
219.145.180.79,6
219.146.141.26,1
219.160.112.13,2
219.85.161.227,0
219.91.207.210,2
220.132.236.194,0
220.133.156.143,2
220.137.127.175,0
220.142.199.141,0
220.143.16.175,0
220.143.186.221,1
220.220.18.251,7
220.228.152.162,2
220.248.36.55,6
220.73.67.224,6
221.194.44.211,6
221.194.47.236,6
221.194.47.239,6
222.110.165.199,6
222.114.6.130,6
222.124.144.189,6
222.124.58.121,1
222.127.147.201,2
222.142.133.183,6
222.168.48.226,6
222.209.40.123,6
222.220.39.181,6
222.29.72.41,7
222.89.128.198,1
223.101.178.208,6
223.101.240.255,6
223.101.74.242,6
223.107.63.50,6
223.107.63.63,6
223.14.90.109,6
223.197.224.184,2
223.205.12.45,6
223.206.250.123,2
223.207.53.238,0
223.245.161.24,2
223.30.192.54,2
223.72.85.144,6
223.81.194.82,6
223.81.195.155,6
223.90.77.145,6
223.98.179.69,6
23.103.189.158,6
23.105.70.77,6
23.111.9.14,6
23.111.9.32,6
23.111.9.64,6
23.13.148.58,6
23.13.154.167,10
23.13.157.189,6
23.13.159.76,6
23.13.160.205,6
23.13.162.20,6
23.13.165.231,6
23.13.173.116,6
23.13.176.79,6
23.13.178.232,6
23.13.180.170,6
23.15.7.107,6
23.15.7.112,6
23.15.7.140,6
23.15.8.107,6
23.15.8.113,6
23.15.8.121,6
23.15.8.129,6
23.15.8.131,6
23.15.8.137,6
23.15.8.146,6
23.15.8.155,6
23.15.8.160,6
23.196.100.70,6
23.196.100.94,6
23.196.102.76,10
23.196.104.14,6
23.196.107.189,10
23.196.107.60,10
23.196.108.64,6
23.196.109.221,6
23.196.113.171,10
23.196.113.50,6
23.196.114.243,6
23.196.116.215,6
23.196.119.142,6
23.196.127.55,6
23.196.127.61,6
23.196.141.83,6
23.196.153.197,6
23.196.57.205,10
23.196.57.82,10
23.196.58.54,6
23.196.6.166,6
23.196.6.17,6
23.196.6.68,6
23.196.6.79,6
23.196.97.191,6
23.196.98.102,6
23.196.98.229,6
23.21.117.4,6
23.21.126.194,6
23.21.132.210,6
23.21.147.4,6
23.21.163.22,6
23.21.175.31,6
23.21.185.100,6
23.21.197.211,6
23.21.205.225,6
23.21.226.158,6
23.21.250.119,6
23.21.36.31,6
23.21.46.143,6
23.21.63.252,6
23.21.89.168,6
23.21.89.242,6
23.210.203.79,6
23.215.98.15,6
23.217.19.241,6
23.217.25.46,6
23.217.26.156,6
23.217.32.120,6
23.217.33.186,6
23.217.38.65,6
23.217.48.139,6
23.218.38.23,10
23.218.48.119,6
23.218.50.120,6
23.218.53.197,10
23.218.55.94,6
23.218.62.30,10
23.218.74.81,6
23.218.75.124,6
23.218.76.161,6
23.219.17.68,6
23.219.88.11,6
23.219.88.158,6
23.219.88.160,6
23.219.88.161,6
23.219.88.168,6
23.219.88.169,6
23.219.88.176,6
23.219.88.198,6
23.219.88.217,6
23.219.88.24,10
23.219.88.35,6
23.219.88.56,6
23.219.88.57,6
23.219.88.64,6
23.219.88.66,6
23.219.88.73,10
23.219.88.74,10
23.219.88.79,6
23.219.94.16,6
23.22.128.232,6
23.227.38.64,6
23.23.103.255,6
23.23.107.13,6
23.23.107.78,6
23.23.122.221,6
23.23.130.93,6
23.23.134.139,6
23.23.140.218,6
23.23.144.24,6
23.23.150.198,6
23.23.151.122,6
23.23.152.86,6
23.23.156.255,6
23.23.156.71,6
23.23.158.36,6
23.23.159.102,6
23.23.163.113,6
23.23.169.207,6
23.23.222.212,6
23.23.224.125,6
23.23.232.167,6
23.23.58.224,6
23.23.74.228,6
23.23.76.125,6
23.23.99.109,6
23.234.25.11,2
23.32.172.123,6
23.36.32.128,6
23.36.32.16,6
23.36.32.162,10
23.36.32.215,6
23.36.32.229,10
23.36.32.235,6
23.36.32.44,6
23.36.32.85,6
23.36.32.88,10
23.36.33.118,6
23.36.33.160,10
23.36.33.163,6
23.36.33.17,6
23.36.33.173,6
23.36.33.207,6
23.36.33.227,6
23.36.33.229,6
23.36.33.230,6
23.36.33.237,10
23.36.33.24,6
23.36.33.240,6
23.36.33.36,6
23.36.33.39,6
23.36.33.52,10
23.36.33.56,6
23.36.33.59,6
23.36.33.73,6
23.36.33.86,6
23.36.34.11,6
23.36.34.146,10
23.36.34.213,10
23.36.34.36,6
23.36.80.82,6
23.36.81.84,6
23.36.92.19,6
23.42.156.231,6
23.46.56.141,6
23.46.56.83,6
23.46.57.119,6
23.46.57.32,6
23.46.59.7,6
23.46.60.109,6
23.46.60.192,6
23.46.60.234,6
23.46.61.25,6
23.46.61.37,6
23.46.61.41,6
23.46.61.91,6
23.46.62.134,6
23.46.62.157,10
23.46.62.184,6
23.46.63.181,6
23.49.176.40,6
23.49.177.88,6
23.49.181.132,6
23.49.185.110,6
23.50.225.11,6
23.50.225.25,6
23.50.225.8,6
23.50.225.9,6
23.50.57.12,6
23.52.91.27,10
23.56.195.61,6
23.56.201.119,6
23.59.154.151,6
23.62.6.23,6
23.63.101.174,6
23.65.188.86,6
23.73.153.142,6
23.73.154.176,6
23.89.144.227,6
23.89.145.146,1
23.92.216.195,2
23.99.24.158,6
24.106.18.90,1
24.123.231.237,6
24.144.128.84,2
24.227.192.78,6
24.37.106.234,6
24.39.199.220,2
27.116.50.122,2
27.206.130.196,6
27.254.53.179,1
27.254.59.9,2
27.3.48.105,2
27.48.94.254,1
27.50.24.76,1
27.50.31.76,2
27.68.125.220,1
27.72.87.99,2
27.74.248.244,2
31.129.184.14,2
31.13.65.36,10
31.13.65.52,6
31.13.65.7,10
31.13.71.36,6
31.13.71.52,6
31.13.71.7,6
31.132.225.66,1
31.135.195.178,6
31.148.127.227,2
31.15.217.139,6
31.168.52.214,1
31.173.101.224,2
31.173.182.162,0
31.180.123.109,0
31.186.68.101,2
31.223.130.192,2
31.223.61.254,7
31.40.28.2,2
31.47.39.132,2
31.51.235.126,6
31.8.246.127,2
34.192.36.179,6
34.192.41.207,6
34.192.94.222,6
34.193.177.34,6
34.193.197.225,6
34.193.2.34,6
34.193.96.33,6
34.194.100.54,6
34.194.105.86,6
34.194.109.176,6
34.194.115.195,6
34.194.12.155,6
34.194.124.14,6
34.194.177.111,6
34.194.213.88,6
34.194.84.90,6
34.194.91.245,6
34.195.128.175,6
34.195.142.8,6
34.195.156.17,6
34.195.59.178,6
34.195.60.101,6
34.195.99.70,6
34.196.128.45,6
34.196.134.167,6
34.196.173.185,6
34.196.187.214,6
34.196.242.1,6
34.196.59.245,6
34.197.155.16,6
34.198.108.15,6
34.198.112.216,6
34.198.116.247,6
34.198.128.122,6
34.198.172.204,6
34.198.61.240,6
34.198.71.9,6
34.198.80.176,6
34.198.89.219,6
34.199.131.4,6
34.199.146.7,6
34.199.147.230,6
34.199.178.106,6
34.199.199.109,6
34.199.239.114,6
34.199.241.56,6
34.199.67.113,6
34.199.96.168,6
34.200.23.119,6
34.201.159.79,6
34.201.232.85,6
34.202.128.43,6
34.202.15.38,6
34.202.180.186,6
34.202.60.136,6
34.203.185.26,6
34.204.214.191,6
34.205.1.52,6
34.205.12.73,6
34.205.192.52,6
34.205.199.141,6
34.205.202.95,6
34.205.226.238,6
34.205.3.240,6
34.205.97.45,6
34.206.104.169,6
34.206.118.252,6
34.206.166.138,6
34.206.183.128,6
34.206.189.138,6
34.206.198.40,6
34.206.253.114,6
34.206.37.214,6
34.206.5.106,6
34.209.248.26,6
34.210.162.196,6
34.211.140.227,6
34.211.98.116,6
34.213.198.1,6
34.213.37.245,6
34.214.15.91,6
34.214.230.76,6
34.216.250.207,6
34.224.157.199,6
34.224.182.124,6
34.224.243.77,6
34.225.10.165,6
34.225.101.36,6
34.225.149.64,6
34.225.237.4,6
34.226.0.93,6
34.226.159.171,6
34.226.171.32,6
34.226.38.103,6
34.226.78.29,6
34.227.140.158,6
34.227.203.141,6
34.227.45.200,6
34.228.174.218,6
34.228.250.248,6
34.228.34.48,6
34.228.46.114,6
34.228.76.60,6
34.230.130.74,6
34.230.165.183,6
34.230.170.212,6
34.231.103.23,6
34.231.128.133,6
34.231.239.32,6
34.231.85.132,6
34.232.251.80,6
34.232.28.246,6
34.233.114.246,6
34.233.216.98,6
34.233.7.81,6
34.233.94.222,6
34.234.168.117,6
34.235.242.50,6
34.235.65.10,6
34.235.70.86,6
34.235.78.222,6
34.236.120.1,6
34.236.183.236,6
34.236.203.99,6
34.236.215.177,6
34.236.215.2,6
34.236.75.126,6
34.236.96.209,6
34.237.147.168,6
34.237.170.104,6
34.237.214.21,6
34.237.38.17,6
34.237.50.41,6
34.238.59.205,6
34.239.54.203,6
34.239.8.222,6
34.240.192.75,6
34.248.252.63,6
34.249.232.228,6
34.250.172.204,6
35.161.241.69,6
35.162.179.12,6
35.162.60.68,6
35.163.143.41,6
35.165.11.195,6
35.167.141.246,6
35.168.153.218,6
35.168.232.30,6
35.170.0.108,6
35.170.140.35,6
35.170.15.15,6
35.170.175.187,6
35.170.33.157,6
35.171.33.106,6
35.185.1.218,6
35.185.20.184,6
35.185.22.142,6
35.185.52.171,6
35.185.64.230,6
35.185.98.236,6
35.186.236.204,6
35.186.249.84,6
35.190.155.102,6
35.190.162.35,6
35.190.19.217,6
35.190.62.199,6
35.190.62.200,6
35.190.74.53,6
35.196.17.86,6
35.197.239.16,6
36.185.43.224,6
36.22.193.241,0
36.224.104.32,0
36.226.112.123,0
36.226.149.192,2
36.226.98.53,1
36.229.147.152,0
36.229.160.21,2
36.230.56.55,2
36.232.18.200,2
36.233.193.129,2
36.234.118.79,2
36.234.209.192,2
36.236.147.96,0
36.236.82.114,2
36.237.138.64,1
36.237.55.82,2
36.238.210.68,2
36.47.85.10,6
36.62.1.77,6
36.66.102.226,0
36.66.42.3,2
36.66.94.49,0
36.67.122.226,6
36.67.139.11,6
36.67.149.5,2
36.67.197.250,0
36.68.128.6,2
36.68.18.232,0
36.69.224.134,1
36.72.216.138,0
36.72.50.5,2
36.72.64.124,1
36.72.83.110,6
36.72.84.3,2
36.73.15.83,1
36.74.102.33,2
36.74.96.211,6
36.75.151.187,2
36.75.252.201,1
36.76.219.127,0
36.77.113.219,2
36.77.172.180,2
36.77.78.35,6
36.79.172.13,2
36.79.183.246,1
36.80.56.150,1
36.82.103.210,0
36.83.31.232,0
36.84.130.37,0
36.84.224.71,6
36.84.224.95,0
36.84.225.89,2
36.84.63.72,2
36.84.64.181,2
36.84.64.76,1
36.84.69.20,1
36.84.73.93,0
36.84.74.242,2
36.85.22.105,0
36.85.49.124,0
36.85.78.147,1
36.89.25.170,2
37.104.219.119,1
37.115.12.61,1
37.115.136.54,0
37.115.195.194,0
37.131.224.158,0
37.146.162.239,2
37.193.49.130,6
37.208.98.187,0
37.21.122.78,6
37.21.174.224,0
37.220.194.86,0
37.222.136.71,2
37.229.95.43,0
37.27.109.83,2
37.29.118.68,2
37.29.19.117,6
37.47.184.251,2
37.57.88.239,2
37.76.249.66,2
37.79.153.82,6
37.79.32.87,6
37.79.42.209,6
37.98.212.24,2
37.99.131.86,0
38.126.130.202,6
38.142.98.194,6
38.142.98.210,6
38.27.108.185,6
39.181.136.152,6
39.42.52.90,0
39.43.47.49,2
39.50.145.96,0
40.113.90.255,6
40.121.144.177,6
40.77.228.69,6
40.77.232.95,6
40.79.57.213,6
40.84.52.101,6
40.97.144.50,6
41.129.148.60,0
41.200.251.102,1
41.203.16.49,6
41.223.17.241,2
41.235.201.244,2
41.244.241.131,2
41.32.4.10,0
41.33.1.123,2
41.33.48.90,0
41.38.119.196,0
41.39.178.210,0
41.39.30.81,2
41.39.42.210,2
41.39.53.26,0
41.39.99.102,1
41.39.99.132,2
41.41.190.20,2
41.68.116.132,0
41.68.158.118,0
41.78.109.135,2
41.78.157.6,6
41.95.246.13,0
42.113.180.252,2
42.113.194.167,0
42.117.218.227,0
42.119.155.68,2
42.159.225.204,2
42.242.205.244,7
43.239.73.218,1
43.240.103.145,1
43.247.68.80,0
43.249.62.210,2
43.255.231.170,1
45.116.232.63,0
45.117.212.209,2
45.117.98.185,2
45.119.82.234,0
45.249.94.53,6
45.32.138.210,6
45.60.121.36,6
45.63.30.5,6
45.76.71.165,0
45.77.215.253,2
46.10.221.163,6
46.105.160.56,6
46.107.238.52,1
46.118.254.74,0
46.119.238.183,2
46.130.61.241,1
46.137.183.182,6
46.149.186.8,2
46.165.244.215,10
46.172.121.96,2
46.181.228.137,0
46.188.121.110,2
46.191.251.212,2
46.201.47.199,2
46.209.141.73,2
46.234.125.89,6
46.236.33.157,6
46.241.219.153,2
46.250.116.4,6
46.28.229.146,0
46.38.237.102,6
46.48.201.229,2
46.72.101.119,2
46.72.105.36,2
46.8.147.112,1
46.98.107.131,0
46.98.173.236,2
46.98.244.67,2
46.98.62.154,1
47.11.248.148,2
47.176.15.91,1
47.176.16.79,6
47.206.80.165,2
47.52.33.110,2
47.91.157.142,6
47.91.76.243,2
47.92.83.37,6
49.204.229.231,2
49.205.217.215,2
49.206.123.209,2
49.206.123.60,2
49.206.222.211,0
49.207.188.29,1
49.207.32.146,0
49.207.66.231,1
49.229.162.62,2
49.238.62.49,2
49.248.110.138,2
49.248.120.154,1
49.35.42.166,6
49.71.201.34,6
49.76.157.154,6
5.104.156.49,6
5.120.95.10,2
5.141.224.181,2
5.145.160.105,2
5.149.205.180,1
5.153.191.201,0
5.188.11.111,6
5.188.11.25,6
5.188.86.40,6
5.188.9.25,6
5.188.9.30,6
5.235.101.180,2
5.238.212.4,1
5.248.83.17,0
5.255.250.163,6
5.255.250.44,6
5.35.31.241,0
5.39.216.193,6
5.39.223.234,6
5.44.168.53,0
5.44.169.210,0
5.44.174.18,0
5.56.133.44,2
50.112.135.154,6
50.112.201.212,6
50.125.83.27,6
50.16.185.226,6
50.16.226.177,6
50.16.226.196,6
50.17.180.249,6
50.17.194.115,6
50.17.228.201,6
50.17.228.28,6
50.17.234.198,6
50.19.216.223,6
50.19.247.219,6
50.19.84.246,6
50.201.141.102,1
50.23.71.51,6
50.233.61.2,6
50.255.85.146,6
50.63.136.4,6
50.64.9.0,6
50.79.145.26,6
50.88.240.195,2
50.97.40.233,6
51.254.47.66,6
52.0.11.115,6
52.0.15.105,6
52.0.195.74,6
52.0.211.172,6
52.0.228.151,6
52.0.63.14,6
52.0.88.153,6
52.1.201.118,6
52.1.212.188,6
52.1.226.202,6
52.1.255.181,6
52.1.5.34,6
52.1.63.165,6
52.1.90.207,6
52.10.99.146,6
52.14.34.93,6
52.14.85.217,6
52.14.9.34,6
52.158.236.248,6
52.17.197.111,6
52.17.86.110,6
52.175.158.153,1
52.185.151.41,6
52.187.120.170,0
52.19.105.22,6
52.2.131.164,6
52.2.143.20,6
52.2.225.154,6
52.2.86.98,6
52.2.87.114,6
52.20.136.189,6
52.20.17.139,6
52.20.201.228,6
52.20.222.179,6
52.20.233.27,6
52.20.66.66,6
52.20.7.113,6
52.20.73.160,6
52.20.81.238,6
52.200.15.156,6
52.200.167.6,6
52.200.18.175,6
52.200.242.164,6
52.200.250.250,6
52.200.58.136,6
52.202.122.251,6
52.202.130.59,6
52.202.232.207,6
52.202.248.138,6
52.202.41.251,6
52.203.19.126,6
52.203.201.18,6
52.203.202.110,6
52.203.205.209,6
52.203.206.199,6
52.203.233.227,6
52.203.75.33,6
52.203.84.254,6
52.203.95.194,6
52.204.2.216,6
52.204.247.161,6
52.204.247.30,6
52.204.255.156,6
52.205.157.173,6
52.205.58.139,6
52.205.9.50,6
52.206.102.95,6
52.206.108.84,6
52.206.166.212,6
52.206.168.245,6
52.206.189.247,6
52.206.35.17,6
52.207.102.156,6
52.207.111.202,6
52.207.156.239,6
52.207.5.63,6
52.207.50.238,6
52.207.57.149,6
52.207.7.200,6
52.207.76.106,6
52.209.205.49,6
52.209.226.12,6
52.209.227.123,6
52.21.113.122,6
52.21.170.11,6
52.21.207.221,6
52.21.216.214,6
52.21.233.184,6
52.21.32.24,6
52.21.5.128,6
52.210.121.26,6
52.210.72.135,6
52.213.131.151,6
52.213.60.58,6
52.213.79.172,6
52.213.91.63,6
52.213.94.235,6
52.214.207.35,6
52.214.5.92,6
52.216.0.144,6
52.216.0.200,6
52.216.1.144,6
52.216.1.56,6
52.216.128.35,6
52.216.130.139,6
52.216.131.43,6
52.216.131.61,6
52.216.160.219,6
52.216.161.107,6
52.216.162.179,6
52.216.163.147,6
52.216.163.27,6
52.216.164.21,6
52.216.164.235,6
52.216.19.24,6
52.216.20.107,6
52.216.225.224,6
52.216.225.64,6
52.216.227.16,6
52.216.227.40,6
52.216.227.99,6
52.216.228.115,6
52.216.229.83,6
52.216.64.152,6
52.216.80.104,6
52.216.84.16,6
52.216.84.197,6
52.216.85.203,6
52.216.97.173,6
52.218.193.26,6
52.218.20.147,6
52.219.84.35,6
52.22.163.156,6
52.22.179.180,6
52.22.182.75,6
52.22.42.19,6
52.22.68.31,6
52.22.83.4,6
52.22.93.68,6
52.23.189.196,6
52.239.137.4,6
52.242.29.77,6
52.25.10.191,6
52.25.154.197,6
52.27.86.92,6
52.3.10.212,6
52.3.17.42,6
52.3.189.203,6
52.3.193.129,6
52.3.48.158,6
52.3.55.179,6
52.3.73.49,6
52.3.86.250,6
52.3.94.75,6
52.31.122.196,6
52.32.234.216,6
52.35.167.162,6
52.36.144.43,6
52.36.71.24,6
52.37.210.159,6
52.37.48.84,6
52.38.149.111,6
52.4.13.198,6
52.4.13.99,6
52.4.153.223,6
52.4.181.6,6
52.4.199.240,6
52.4.24.64,6
52.4.35.190,6
52.4.36.153,6
52.4.7.196,6
52.4.89.107,6
52.41.138.143,6
52.41.192.90,6
52.42.16.210,6
52.42.180.72,6
52.42.20.106,6
52.43.54.37,6
52.44.126.167,6
52.44.192.243,6
52.44.203.210,6
52.44.21.163,6
52.44.235.218,6
52.45.113.66,6
52.45.126.78,6
52.45.154.11,6
52.45.55.98,6
52.45.76.12,6
52.48.126.250,6
52.48.162.138,6
52.48.205.232,6
52.5.129.223,6
52.5.149.200,6
52.5.192.84,6
52.5.199.57,6
52.5.245.83,6
52.5.246.171,6
52.5.37.200,6
52.5.54.48,6
52.5.76.109,6
52.5.92.144,6
52.5.96.181,6
52.50.144.182,6
52.51.106.210,6
52.54.111.199,6
52.54.144.255,6
52.54.15.82,6
52.54.194.109,6
52.54.21.20,6
52.54.223.120,6
52.55.147.50,6
